"type","durationMinutes","startTime","endTime","startNum","endNum","eventDO"
"Sub-Optimal",150.000000001552,"2018-07-16 12:16:00","2018-07-16 14:46:00",48.57126,48.57155,4.65545454545455
"Sub-Optimal",180.000000001115,"2018-07-22 13:31:00","2018-07-22 16:31:00",48.58784,48.58819,4.55615384615385
"Sub-Optimal",225.00000000046,"2018-07-23 14:31:00","2018-07-23 18:16:00",48.5907,48.59113,4.398125
"Sub-Optimal",240.000000000242,"2018-07-26 05:16:00","2018-07-26 09:16:00",48.59786,48.59832,4.67411764705882
"Sub-Optimal",149.999999997817,"2018-07-27 17:01:00","2018-07-27 19:31:00",48.60194,48.60223,4.73090909090909
"Sub-Optimal",315.000000002885,"2018-07-28 05:31:00","2018-07-28 10:46:00",48.60337,48.60397,4.38318181818182
"Sub-Optimal",90.0000000024249,"2018-08-14 14:01:00","2018-08-14 15:31:00",48.65092,48.65109,4.53
"Sub-Optimal",390.000000001794,"2018-08-19 12:01:00","2018-08-19 18:31:00",48.66439,48.66513,3.96592592592593
"Sub-Optimal",480.000000004219,"2018-08-19 22:31:00","2018-08-20 06:31:00",48.66558,48.6665,3.98787878787879
"Sub-Optimal",285.000000003322,"2018-08-20 12:16:00","2018-08-20 17:01:00",48.66715,48.6677,4.7125
"Sub-Optimal",75.0000000063778,"2018-08-21 04:31:00","2018-08-21 05:46:00",48.66901,48.66915,4.75833333333333
"Sub-Optimal",255.000000000024,"2018-08-22 02:31:00","2018-08-22 06:46:00",48.67152,48.67201,4.45722222222222
"Sub-Optimal",105.000000002207,"2018-09-25 17:16:00","2018-09-25 19:01:00",48.76635,48.76655,4.7575
